Id,season,league_name,Club,MP,W,D,L,Pts,GF,GA,GD,avg_goals
356,2009/2010,Spain LIGA BBVA,Real Zaragoza,38,10,11,17,41,46,64,-18,1.2105263157894737
31,2008/2009,England Premier League,Portsmouth,38,10,11,17,41,38,57,-19,1.0
1015,2013/2014,Netherlands Eredivisie,FC Utrecht,34,11,8,15,41,46,65,-19,1.3529411764705883
20,2008/2009,England Premier League,Blackburn Rovers,38,10,11,17,41,40,60,-20,1.0526315789473684
458,2010/2011,Italy Serie A,Lecce,38,11,8,19,41,46,66,-20,1.2105263157894737
593,2011/2012,France Ligue 1,AC Ajaccio,38,9,14,15,41,40,61,-21,1.0526315789473684
759,2012/2013,England Premier League,Aston Villa,38,10,11,17,41,47,69,-22,1.236842105263158
1421,2015/2016,Portugal Liga ZON Sagres,CF Os Belenenses,34,10,11,13,41,44,66,-22,1.2941176470588236
149,2008/2009,Scotland Premier League,Hamilton Academical FC,38,12,5,21,41,30,53,-23,0.7894736842105263
766,2012/2013,England Premier League,Newcastle United,38,11,8,19,41,45,68,-23,1.1842105263157894
227,2009/2010,France Ligue 1,FC Sochaux-Montbéliard,38,11,8,19,41,28,52,-24,0.7368421052631579
1078,2013/2014,Spain LIGA BBVA,Granada CF,38,12,5,21,41,32,56,-24,0.8421052631578947
1263,2014/2015,Spain LIGA BBVA,Elche CF,38,11,8,19,41,35,62,-27,0.9210526315789473
868,2012/2013,Poland Ekstraklasa,Zagłębie Lubin,30,11,7,12,40,38,37,1,1.2666666666666666
1032,2013/2014,Poland Ekstraklasa,Lechia Gdańsk,30,10,10,10,40,38,37,1,1.2666666666666666
486,2010/2011,Poland Ekstraklasa,GKS Bełchatów,30,10,10,10,40,31,33,-2,1.0333333333333334
1021,2013/2014,Netherlands Eredivisie,PEC Zwolle,34,9,13,12,40,47,49,-2,1.3823529411764706
1166,2014/2015,Germany Bundesliga 1,FSV Mainz 05,34,9,13,12,40,45,47,-2,1.3235294117647058
436,2010/2011,Germany Bundesliga 1,FC Schalke 04,34,11,7,16,40,38,44,-6,1.1176470588235294
682,2011/2012,Poland Ekstraklasa,Zagłębie Lubin,30,11,7,12,40,36,42,-6,1.2
871,2012/2013,Portugal Liga ZON Sagres,CD Nacional,30,11,7,12,40,45,51,-6,1.5
1164,2014/2015,Germany Bundesliga 1,FC Köln,34,9,13,12,40,34,40,-6,1.0
186,2008/2009,Switzerland Super League,Neuchâtel Xamax,36,10,10,16,40,50,57,-7,1.3888888888888888
797,2012/2013,France Ligue 1,Évian Thonon Gaillard FC,38,10,10,18,40,46,53,-7,1.2105263157894737
633,2011/2012,Italy Serie A,Cagliari,36,9,13,14,40,35,43,-8,0.9722222222222222
1434,2015/2016,Portugal Liga ZON Sagres,Vitória Guimarães,34,9,13,12,40,45,53,-8,1.3235294117647058
834,2012/2013,Italy Serie A,Torino,38,8,16,14,40,46,55,-9,1.2105263157894737
1352,2015/2016,Germany Bundesliga 1,FC Ingolstadt 04,34,10,10,14,40,33,42,-9,0.9705882352941176
